Date,Type,Received Quantity,Received Currency,Sent Quantity,Sent Currency,Fee Amount,Fee Currency,Tag
02/22/2021 21:28:04,TRADE,99.99999999,CAD,78.847564,USDT
02/22/2021 21:22:39,DEPOSIT,100,CAD
02/17/2021 14:25:02,WITHDRAWN,,,56.89890419,USDT,21.23830381,USDT
02/17/2021 14:21:41,TRADE,99.9999988,CAD,78.137208,USDT
02/17/2021 11:45:22,DEPOSIT,100,CAD
02/05/2021 11:18:48,WITHDRAWN,,,38.789458,USDT,,
02/05/2021 09:24:48,TRADE,49.99999926,CAD,38.789458,USDT
02/04/2021 23:47:07,DEPOSIT,50,CAD
